"SC","名称","市場","業種","時価総額(百万円)","発行済株式数","配当利回り（予想）","1株配当（予想）","PER（予想）","PBR（実績）","EPS（予想）","BPS（実績）","最低購入額","単元株","高値日付","年初来高値","安値日付","年初来安値"
"0001","日経平均株価（日経225）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"0002","TOPIX（東証株価指数）","東証","株価指数","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1301","極洋","東証PR","水産・農林","49823","12078283","2.67","110","7","0.76","589.35","5457.16","412500","100","20250321","4460","20250407","3615"
"130A","Veritas_In_Silico","東証GR","医薬品","4366","6487114","0","0","25.98","1.98","25.9","340.61","67300","100","20250106","957","20250407","591"
"1332","ニッスイ","東証PR","水産・農林","269409","312430277","3.25","28","11.17","1.02","77.21","842.12","86230","100","20250324","947","20250407","795"
"1333","マルハニチロ","東証PR","水産・農林","161903","50578837","3.44","110","7.33","0.72","436.79","4448.18","320100","100","20250423","3384","20250117","2874"
"135A","VRAIN_Solution","東証GR","情報通信","23091","10110000","0","0","39.14","16.24","58.36","140.66","228400","100","20250418","2800","20250407","1481"
"1375","ユキグニファクトリー","東証PR","水産・農林","45219","39910700","1.06","12","29.16","3.32","38.86","341.47","113300","100","20250217","1239","20250407","991"
"1376","カネコ種苗","東証ST","水産・農林","16776","11772626","2.32","33","13.34","0.66","106.84","2168.4","142500","100","20250124","1440","20250407","1310"
"1377","サカタのタネ","東証PR","水産・農林","152923","46410750","1.97","65","16.02","0.88","205.66","3761.02","329500","100","20250130","3705","20250407","3035"
"1379","ホクト","東証PR","水産・農林","60413","33359040","2.76","50","15.1","1.02","119.95","1773.49","181100","100","20250219","1950","20250407","1690"
"137A","Cocolive","東証GR","情報通信","3973","2965200","0","0","21.49","4.84","62.35","276.69","134000","100","20250417","1575","20250407","855"
"1380","秋川牧園","東証ST","水産・農林","4146","4179000","1.01","10","1377.78","1.95","0.72","508.5","99200","100","20250422","1250","20250408","931"
"1381","アクシーズ","東証ST","水産・農林","16594","5617500","3.33","98.5","13.82","0.79","213.69","3742.71","295400","100","20250404","3300","20250407","2550"
"1382","ホーブ","東証ST","水産・農林","1332","762000","2.86","50","30.97","1.77","56.45","990.19","174800","100","20250326","2100","20250407","1480"
"1383","ベルグアース","東証ST","水産・農林","4762","1613580","0.34","10","31.42","2.66","93.91","1111.23","295100","100","20250424","3930","20250502","2951"
"1384","ホクリヨウ","東証ST","水産・農林","13086","8459000","4.52","70","6.63","0.97","233.36","1602.81","154700","100","20250418","1736","20250117","1190"
"138A","光フードサービス","東証GR","小売","1771","992000","2.24","40","16.71","1.44","106.85","1242.94","178500","100","20250114","2500","20250407","1471"
"1401","エムビーエス","東証GR","建設","6371","7732000","1.58","13","13.35","1.64","61.7","502.35","82400","100","20250430","830","20250409","578"
"1407","ウエストホールディングス","東証ST","建設","70882","46027488","4.22","65","7.62","1.96","201.97","787.43","154000","100","20250122","1983","20250407","1340"
"1414","ショーボンドホールディングス","東証PR","建設","284620","54745180","2.74","142.5","18.35","2.58","283.26","2011.4","519900","100","20250106","5218","20250407","4439"
"1417","ミライト・ワン","東証PR","建設","204158","91325329","3.35","75","11.3","0.81","197.91","2751.29","223550","100","20250217","2444","20250407","1860"
"1418","インターライフホールディングス","東証ST","建設","6243","17010529","5.45","20","9.49","1.35","38.66","271.55","36700","100","20250414","483","20250117","301"
"1419","タマホーム","東証PR","建設","114878","29455800","5","195","80.75","3.93","48.3","993.61","390000","100","20250430","4020","20250117","3050"
"141A","トライアルホールディングス","東証GR","小売","274446","122356500","0.71","16","19.89","2.28","112.76","982.64","224300","100","20250312","2900","20250228","1794"
"1420","サンヨーホームズ","東証ST","建設","8506","12620000","3.71","25","9.41","0.52","71.62","1296.76","67400","100","20250310","742","20250407","600"
"1429","日本アクア","東証PR","建設","25966","34760000","4.69","35","11.53","2.26","64.78","330.5","74700","100","20250401","792","20250407","650"
"142A","ジンジブ","東証GR","サービス","1443","2902600","0","0","1420","2.51","0.35","197.75","49700","100","20250214","693","20250407","430"
"1430","ファーストコーポレーション","東証ST","建設","12642","13363540","4.44","42","6.89","1.22","137.27","777.35","94600","100","20250402","1052","20250117","826"
"1431","Lib_Work","東証GR","建設","16278","24151540","0.95","6.4","35.93","3.47","18.76","194.39","67400","100","20250314","705","20250407","562"
"1433","ベステラ","東証PR","建設","10892","10227199","2.82","30","10.49","1.95","101.57","546.88","106500","100","20250430","1115","20250407","882"
"1434","JESCOホールディングス","東証ST","建設","5897","6954000","3.54","30","5.34","0.86","158.94","984.77","84800","100","20250219","1025","20250407","721"
"1435","robot_home","東証ST","不動産","15492","91127000","1.18","2","13.89","1.64","12.24","103.57","17000","100","20250319","189","20250117","124"
"1436","グリーンエナジー＆カンパニー","東証GR","建設","9247","4284800","0.6","13","24.54","1.74","87.95","1240.65","215800","100","20250214","2648","20250407","2051"
"1438","岐阜造園","東証ST","建設","6064","3242600","1.93","36","18.04","1.56","103.63","1201.03","187000","100","20250110","2000","20250407","1705"
"143A","イシン","東証GR","サービス","1750","1916700","0","0","9.85","1.57","92.67","582.77","91300","100","20250424","1119","20250407","685"
"1443","技研ホールディングス","東証ST","建設","3004","16237977","0.54","1","6.67","0.27","27.72","674.61","18500","100","20250328","213","20250407","159"
"1444","ニッソウ","東証GR","建設","2722","1088700","0","0","11.77","1.64","212.43","1521.51","250000","100","20250129","2984","20250407","2035"
"1446","キャンディル","東証ST","建設","5850","10734200","1.47","8","29.59","1.8","18.42","302.59","54500","100","20250325","595","20250407","500"
"1447","SAAFホールディングス","東証GR","建設","6870","24446958","0","0","-","2.88","-16.36","97.66","28100","100","20250328","360","20250407","258"
"1450","TANAKEN","東証ST","建設","11953","8699600","3.64","50","9.19","1.55","149.45","889.09","137400","100","20250501","1459","20250407","1125"
"145A","L_is_B","東証GR","情報通信","3060","5124800","0","0","26.6","1.79","22.44","333.48","59700","100","20250212","757","20250409","500"
"146A","コロンビア・ワークス","東証ST","不動産","13712","3471400","3.49","138","4.99","1.13","792.19","3485.84","395000","100","20250217","4415","20250407","3235"
"147A","ソラコム","東証GR","情報通信","37748","45153515","0","0","121.16","3.92","6.9","213.52","83600","100","20250212","1384","20250407","686"
"148A","ハッチ・ワーク","東証GR","情報通信","2543","1912200","0","0","12.53","3.27","106.16","406.41","133000","100","20250212","2390","20250407","1011"
"1491","中外鉱業","東証ST","非鉄金属","19993","289747982","-","-","17","2.41","4.06","28.62","6900","100","20250304","88","20250106","31"
"149A","シンカ","東証GR","情報通信","3354","3184720","0","0","138.92","3.41","7.58","309.07","105300","100","20250402","1549","20250217","697"
"150A","JSH","東証GR","サービス","2840","5624100","0","0","15.58","1.43","32.42","353.3","50500","100","20250204","685","20250407","433"
"1514","住石ホールディングス","東証ST","鉱業","47459","67222853","4.25","30","9.15","1.61","77.2","438.43","70600","100","20250204","862","20250407","541"
"1515","日鉄鉱業","東証PR","鉱業","104404","16704638","3.46","216","12.23","0.71","510.95","8841.08","625000","100","20250326","7430","20250114","4360"
"1518","三井松島ホールディングス","東証PR","その他製品","53237","13064400","3.19","130","5.99","0.74","679.94","5521.72","407500","100","20250120","4825","20250407","3275"
"151A","ダイブ","東証GR","サービス","7211","8473875","0","0","13.69","3.15","62.16","270.2","85100","100","20250324","1050","20250407","657"
"153A","カウリス","東証GR","情報通信","7342","6390300","0","0","45.49","5.57","25.26","206.39","114900","100","20250212","1657","20250407","688"
"155A","情報戦略テクノロジー","東証GR","情報通信","4448","10368500","0","0","18.87","2.53","22.73","169.45","42900","100","20250106","508","20250407","302"
"156A","マテリアルグループ","東証GR","サービス","6736","9877197","3.81","26","10.37","3.24","65.75","210.26","68200","100","20250325","773","20250407","553"
"157A","グリーンモンスター","東証GR","サービス","1762","3191200","1.81","10","8.65","1.25","63.85","442.22","55200","100","20250121","716","20250407","410"
"1605","INPEX","東証PR","鉱業","2296664","1259136067","4.93","90","6.62","0.45","275.55","4026.22","182400","100","20250328","2152","20250409","1651"
"160A","アズパートナーズ","東証ST","サービス","7384","3576000","2.22","45.79","9.1","1.79","226.87","1151.12","206500","100","20250501","2122","20250407","1550"
"165A","SBIレオスひふみ","東証GR","証券・先物","18718","103416800","3.76","6.8","13.36","2.51","13.55","72.05","18100","100","20250212","273","20250407","150"
"1662","石油資源開発","東証PR","鉱業","269079","257000380","5.25","55","3.33","0.54","314.12","1938.09","104700","100","20250321","1269","20250407","893"
"1663","K＆Oエナジーグループ","東証PR","鉱業","76989","28336061","1.77","48","11.68","0.75","232.53","3611.43","271700","100","20250106","3985","20250407","2345"
"166A","タスキホールディングス","東証GR","不動産","35263","53836723","5.34","35","7.1","1.56","92.19","420.56","65500","100","20250106","852","20250407","543"
"167A","リョーサン菱洋ホールディングス","東証PR","卸売","129870","54000000","5.82","140","12.04","0.72","199.76","3322.81","240500","100","20250319","2641","20250407","2035"
"168A","イタミアート","東証GR","その他製品","1382","1470000","2.13","20","12.79","1.15","73.47","819.3","94000","100","20250219","1735","20250407","790"
"1711","SDSホールディングス","東証ST","建設","2159","10232773","0","0","-","3.44","-11.67","61.38","21100","100","20250106","390","20250407","180"
"1712","ダイセキ環境ソリューション","東証ST","建設","18241","16827120","1.48","16","13.48","1.04","80.42","1042.65","108400","100","20250107","1383","20250407","920"
"1716","第一カッター興業","東証ST","建設","16608","12000000","2.89","40","8.93","0.84","154.98","1643.98","138400","100","20250213","1508","20250407","1240"
"1717","明豊ファシリティワークス","東証ST","サービス","11383","12775900","4.66","41.5","11.9","1.94","74.9","458.41","89100","100","20250213","987","20250407","811"
"1718","美樹工業","東証ST","建設","6112","1153263","3.77","200","6.44","0.36","823.45","14835.85","530000","100","20250430","5550","20250407","4540"
"1719","安藤・間","東証PR","建設","256869","181021197","4.93","70","8.39","1.37","169.13","1038.59","141900","100","20250423","1436","20250117","1118"
"1720","東急建設","東証PR","建設","87331","106761205","4.65","38","13.1","0.89","62.46","921.52","81800","100","20250424","845","20250407","698"
"1721","コムシスホールディングス","東証PR","建設","427063","133000000","3.43","110","14.14","1.04","227.14","3079.76","321100","100","20250212","3395","20250407","2850"
"1723","日本電技","東証ST","建設","64432","16395000","3.1","122","10.16","1.68","386.87","2340.26","393000","100","20250401","4055","20250407","3065"
"1724","シンクレイヤ","東証ST","建設","3164","4943780","4.38","28","5.62","0.48","113.87","1320.51","64000","100","20250318","667","20250407","543"
"1726","ビーアールホールディングス","東証PR","建設","15204","45795000","4.52","15","9.6","1.03","34.57","323.48","33200","100","20250318","349","20250407","296"
"1736","オーテック","東証ST","建設","24607","17100000","3.94","56.67","7.79","1.05","184.74","1366.04","143900","100","20250327","1517","20250407","1155"
"173A","ハンモック","東証GR","情報通信","7002","4360000","1.87","30","12.94","2.63","124.13","610.31","160600","100","20250425","1656","20250407","1350"
"1743","コーアツ工業","東証ST","建設","3000","2280000","2.66","35","8","0.33","164.44","4024.03","131600","100","20250331","1379","20250409","1125"
"1757","創建エース","東証ST","建設","6846","297651756","0","0","-","23.96","-2.23","0.96","2300","100","20250421","30","20250120","18"
"1758","太洋基礎工業","東証ST","建設","4352","2458800","3.11","55","8.28","0.4","213.66","4445.16","177000","100","20250317","1944","20250409","1503"
"175A","Will_Smart","東証GR","情報通信","1157","1469700","-","-","28.74","2.81","27.38","280.26","78700","100","20250116","1360","20250407","626"
"1762","高松コンストラクショングループ","東証PR","建設","101009","34818578","2.83","82","14.43","0.76","201.04","3839.25","290100","100","20250501","2971","20250407","2413"
"1764","工藤建設","東証ST","建設","3914","1331220","3.4","100","10.81","0.71","272.04","4113.42","294000","100","20250402","3110","20250407","2508"
"1766","東建コーポレーション","東証PR","建設","188069","13472000","2.36","330","14.26","1.45","978.96","9641.82","1396000","100","20250502","14140","20250117","11620"
"1768","ソネック","東証ST","建設","6263","7500000","3.59","30","25.63","0.69","32.58","1207.88","83500","100","20250421","880","20250409","808"
"176A","レジル","東証GR","電気・ガス","35346","18932050","1.93","36","15.86","3.95","117.71","472.7","186700","100","20250221","2483","20250407","1544"
"1770","藤田エンジニアリング","東証ST","建設","14923","10200000","3.42","50","10.32","0.72","141.83","2025.99","146300","100","20250212","1670","20250407","1201"
"1773","ワイ・ティー・エル・コーポレーション・バーハッド（外国株）","東証PR","建設","-","-","-","-","-","-","-","-","65000","1000","20250106","97","20250410","43"
"1776","三井住建道路","東証ST","建設","12256","9277500","3.03","40","73.55","0.91","17.96","1458.61","132100","100","20250416","1491","20250114","1045"
"177A","コージンバイオ","東証GR","化学","8690","5111600","0.82","14","13.57","1.59","125.25","1069.53","170000","100","20250217","1890","20250407","1400"
"1780","ヤマウラ","東証PR","建設","25388","21103514","1.25","15","7.8","1.02","154.28","1179.04","120300","100","20250306","1326","20250407","1032"
"1783","fantasista","東証ST","不動産","7312","170042851","0","0","22.87","1.1","1.88","39.08","4300","100","20250328","55","20250106","33"
"1786","オリエンタル白石","東証PR","建設","52054","138809400","3.87","14.5","13.43","0.96","27.92","391.89","37500","100","20250214","401","20250407","323"
"1787","ナカボーテック","東証ST","建設","12960","2602500","5.52","275","12.63","1.51","394.15","3296.18","498000","100","20250325","6350","20250407","4710"
"1788","三東工業社","東証ST","建設","2823","686000","1.7","70","12.77","0.79","322.18","5176.47","411500","100","20250401","4530","20250220","3620"
"1793","大本組","東証ST","建設","33948","26794280","2.96","37.5","21.32","0.53","59.44","2391.87","126700","100","20250325","1382","20250115","1028"
"1795","マサル","東証ST","建設","3555","901151","2.66","105","13.44","0.74","293.44","5340.63","394500","100","20250325","4115","20250407","3500"
"1798","守谷商会","東証ST","建設","8475","2260000","2.67","100","6.04","0.53","620.35","7099.14","375000","100","20250128","4010","20250106","3105"
"1799","第一建設工業","東証ST","建設","53919","20858491","3.09","80","10.85","0.69","238.24","3735.14","258500","100","20250325","2795","20250407","2093"
"1801","大成建設","東証PR","建設","1390783","183166472","2.77","210","11.24","1.52","675.63","4980.03","759300","100","20250430","7748","20250407","5793"
"1802","大林組","東証PR","建設","1596340","721509646","3.62","80","10.94","1.39","202.23","1592.47","221250","100","20250502","2239","20250407","1742"
"1803","清水建設","東証PR","建設","1095101","716689413","2.49","38","16.21","1.23","94.28","1240.53","152800","100","20250502","1544","20250407","1166"
"1807","佐藤渡辺","東証ST","建設","10034","6391400","5.1","80","14.59","0.47","107.63","3305.87","157000","100","20250218","1778","20250407","1400"
"1808","長谷工コーポレーション","東証PR","建設","609560","300794397","4.19","85","18.44","1.09","109.89","1850.94","202650","100","20250217","2081","20250407","1788"
"1810","松井建設","東証ST","建設","29204","30580000","3.14","30","10.23","0.57","93.35","1683.52","95500","100","20250430","991","20250407","776"
"1811","錢高組","東証ST","建設","30552","7353140","2.89","120","8.41","0.31","494.29","13267.87","415500","100","20250306","4560","20250407","3165"
"1812","鹿島建設","東証PR","建設","1810118","528656011","3.04","104","13.48","1.36","253.93","2510.26","342400","100","20250502","3482","20250115","2573"
"1813","不動テトラ","東証PR","建設","38454","16489522","2.57","60","16.85","1.05","138.41","2213.77","233200","100","20250428","2399","20250407","1896"
"1814","大末建設","東証PR","建設","21451","10614225","4.4","89","12.4","0.92","162.99","2205.09","202100","100","20250424","2094","20250407","1575"
"1815","鉄建建設","東証PR","建設","40415","14973956","4.52","122","11.17","0.54","241.69","4982.72","269900","100","20250213","2800","20250407","2085"
"1820","西松建設","東証PR","建設","217316","41791502","4.23","220","11.73","1.23","443.36","4231.17","520000","100","20250428","5345","20250407","4180"
"1821","三井住友建設","東証PR","建設","81662","162673321","2.79","14","98.43","1.3","5.1","387.31","50200","100","20250430","518","20250407","375"
"1822","大豊建設","東証ST","建設","71428","90415815","2.89","22.8","19.18","1.02","41.19","775.85","79000","100","20250424","835","20250106","641"
"1826","佐田建設","東証ST","建設","16328","15521233","5.7","60","29.53","1.05","35.63","999.25","105200","100","20250212","1196","20250407","920"
"1827","ナカノフドー建設","東証ST","建設","26219","34498097","2.11","16","10.04","0.6","75.66","1259.3","76000","100","20250319","852","20250407","578"
"1828","田辺工業","東証ST","建設","22529","10728000","3.57","75","10","0.9","210.04","2320.91","210000","100","20250321","2249","20250407","1725"
"1833","奥村組","東証PR","建設","169547","38665226","4.93","216","18.46","0.89","237.53","4923.11","438500","100","20250321","4505","20250117","3745"
"1835","東鉄工業","東証PR","建設","113354","36100000","3.18","100","10.81","0.95","290.44","3304.47","314000","100","20250106","3370","20250407","2652"
"1840","土屋ホールディングス","東証ST","建設","5774","25775118","4.46","10","11.67","0.45","19.2","492.82","22400","100","20250317","248","20250407","185"
"1841","サンユー建設","東証ST","建設","4300","4000000","2.79","30","12.45","0.3","86.32","3531.02","107500","100","20250418","1140","20250407","935"
"1844","大盛工業","東証ST","建設","5098","18672849","3.66","10","15.07","0.9","18.12","304.76","27300","100","20250319","297","20250117","203"
"1847","イチケン","東証ST","建設","20411","7284400","5","140","5.22","0.62","537.26","4530.86","280200","100","20250218","2990","20250407","2402"
"1848","富士ピー・エス","東証ST","建設","8111","18602244","2.06","9","4.03","0.74","108.31","585.56","43600","100","20250310","464","20250130","383"
"184A","学びエイド","東証GR","情報通信","910","2264900","0","0","-","4.73","-140.56","84.98","40200","100","20250317","546","20250407","310"
"1850","南海辰村建設","東証ST","建設","8651","28835730","2","6","5.69","0.5","52.73","599.78","30000","100","20250327","335","20250407","240"
"1852","淺沼組","東証PR","建設","59782","80786290","5","37","14.84","1.35","49.87","548.91","74000","100","20250423","772","20250117","622"
"1853","森組","東証ST","建設","9971","32800000","4.61","14","14.23","0.69","21.37","441.58","30400","100","20250325","326","20250407","280"
"1860","戸田建設","東証PR","建設","286842","322656796","3.26","29","10.69","0.79","83.18","1120.66","88900","100","20250212","1003","20250407","758"
"1861","熊谷組","東証PR","建設","184613","43285560","3.05","130","23.81","1.05","179.16","4081.21","426500","100","20250501","4330","20250407","3595"
"1866","北野建設","東証ST","建設","26330","6336853","2.41","100","10.38","0.56","400.31","7448.82","415500","100","20250106","4585","20250407","3105"
"1867","植木組","東証ST","建設","13115","6873528","4.72","90","7.3","0.44","261.33","4317.83","190800","100","20250326","1924","20250117","1543"
"186A","アストロスケールホールディングス","東証GR","サービス","92508","117247200","0","0","-","9.71","-198.92","81.24","78900","100","20250228","869","20250407","523"
"1870","矢作建設工業","東証PR","建設","64815","44607457","5.51","80","11.58","0.95","125.51","1528.8","145300","100","20250106","1600","20250407","1170"
"1871","ピーエス・コンストラクション","東証PR","建設","71561","47486029","4.64","70","9.51","1.24","158.45","1217.9","150700","100","20250219","1598","20250106","1125"
"1873","日本ハウスホールディングス","東証PR","建設","12680","40000000","3.47","11","12.08","0.58","26.25","543.17","31700","100","20250328","360","20250407","297"
"1878","大東建託","東証PR","不動産","1066177","68918979","4.07","630","12.07","2.26","1281.76","6841.68","1547000","100","20250106","17740","20250407","14375"
"1879","新日本建設","東証PR","建設","100632","61360720","3.41","56","7.8","0.83","210.29","1986.5","164000","100","20250501","1667","20250407","1311"
"1882","東亜道路工業","東証PR","建設","75491","50394730","5.67","85","17.76","1.28","84.33","1168.49","149800","100","20250210","1603","20250117","1240"
"1884","日本道路","東証PR","建設","85476","43946340","3.08","60","16.44","0.84","118.34","2320.02","194500","100","20250423","1998","20250407","1711"
"1885","東亜建設工業","東証PR","建設","120970","87978516","5.16","71","7.79","1.05","176.49","1308.73","137500","100","20250213","1458","20250407","1067"
"1887","日本国土開発","東証PR","建設","42664","89255000","4.6","22","14.78","0.58","32.34","825.2","47800","100","20250327","530","20250407","432"
"1888","若築建設","東証PR","建設","50563","12964993","3.23","126","15.05","1.07","259.14","3660.81","390000","100","20250428","4090","20250221","3375"
"1890","東洋建設","東証PR","建設","127024","94371183","5.94","80","16.64","1.75","80.91","766.97","134600","100","20250212","1414","20250407","1137"
"1893","五洋建設","東証PR","建設","234789","286013910","2.92","24","19.33","1.37","42.47","600.62","82090","100","20250502","825.5","20250210","623"
"1897","金下建設","東証ST","建設","10126","3806660","1.88","50","31.85","0.31","83.51","8565.22","266000","100","20250221","2949","20250407","2562"
"1898","世紀東急工業","東証PR","建設","57334","37424507","5.87","90","15.11","1.4","101.39","1097.49","153200","100","20250306","1600","20250407","1298"
"1899","福田組","東証PR","建設","46738","8988111","3.85","200","10.01","0.51","519.49","10228.06","520000","100","20250310","5590","20250407","4375"
"189A","D＆Mカンパニー","東証GR","サービス","1853","2268000","0.61","5","9.21","0.9","88.69","909.61","81700","100","20250325","875","20250407","692"
"1904","大成温調","東証ST","建設","25878","6882487","3.51","132","9.18","0.86","409.69","4367.81","376000","100","20250321","3960","20250407","3120"
"1905","テノックス","東証ST","建設","7862","7347680","4.67","50","9.43","0.55","113.52","1929.72","107000","100","20250207","1225","20250407","963"
"1909","日本ドライケミカル","東証ST","機械","30056","7181812","1.67","70","8.5","1.14","492.46","3673.13","418500","100","20250106","4585","20250407","3070"
"190A","Chordia_Therapeutics","東証GR","医薬品","15867","68988800","0","0","-","4.89","-34.89","47.02","23000","100","20250110","457","20250407","214"
"1911","住友林業","東証PR","建設","871062","206070868","4.31","182","7.03","0.99","601.02","4281.62","422700","100","20250128","5524","20250407","3662"
"1914","日本基礎技術","東証ST","建設","20807","29346400","3.1","22","9.86","0.6","71.91","1183.33","70900","100","20250307","722","20250407","547"
"1921","巴コーポレーション","東証ST","建設","60655","40763046","1.61","24","4.15","0.9","358.13","1651.58","148800","100","20250422","1510","20250114","935"
"1925","大和ハウス工業","東証PR","建設","3424015","659478962","2.83","147","12.36","1.29","419.93","4016.52","519200","100","20250502","5235","20250117","4579"
"1926","ライト工業","東証PR","建設","120580","45467550","2.83","75","13.04","1.38","203.44","1918","265200","100","20250423","2719","20250121","2141"
"1928","積水ハウス","東証PR","建設","2179934","662996866","4.38","144","9.19","1.09","357.97","3027.64","328800","100","20250106","3821","20250407","2906"
"1929","日特建設","東証PR","建設","43841","41753765","4.57","48","24.35","1.31","43.12","804.59","105000","100","20250203","1089","20250407","909"
"192A","インテグループ","東証GR","サービス","5671","2116100","0","0","6.44","3.01","415.94","891.73","268000","100","20250106","4355","20250407","2170"
"1930","北陸電気工事","東証PR","建設","34908","29963991","3.78","44","11.24","0.74","103.61","1568.2","116500","100","20250319","1274","20250407","976"
"1934","ユアテック","東証PR","建設","126759","69191462","3.93","72","10.31","0.85","177.68","2150.42","183200","100","20250428","1880","20250407","1423"
"1938","日本リーテック","東証PR","建設","40911","25617717","3.76","60","8.41","0.65","189.89","2438.66","159700","100","20250428","1652","20250116","1255"
"1939","四電工","東証PR","建設","62275","48766410","5.09","65","12.07","0.93","105.76","1370.87","127700","100","20250106","1637","20250407","1076"
"1941","中電工","東証PR","建設","195344","58138117","3.87","130","11.51","0.8","291.82","4183.81","336000","100","20250428","3605","20250407","2882"
"1942","関電工","東証PR","建設","582506","205288338","3.17","90","12.61","1.58","225.05","1799.74","283750","100","20250428","2994","20250128","2171"
"1944","きんでん","東証PR","建設","754627","199954180","2.65","100","14.42","1.25","261.64","3014.06","377400","100","20250428","3961","20250114","2934"
"1945","東京エネシス","東証PR","建設","38471","34973752","4.73","52","12.71","0.55","86.57","1994.5","110000","100","20250321","1188","20250407","915"
"1946","トーエネック","東証PR","建設","108635","96649950","4.63","52","8.69","0.76","129.29","1472.09","112400","100","20250430","1143","20250407","796"
"1948","弘電社","東証ST","建設","18541","8970000","4.06","84","9.68","0.88","213.54","2337.92","206700","100","20250204","2348","20250407","1600"
"1949","住友電設","東証PR","建設","182456","35635879","2.34","120","17.01","1.67","300.93","3070.32","512000","100","20250428","5390","20250407","4065"
"194A","WOLVES_HAND","東証GR","サービス","5590","7974000","0","0","9.34","2.29","75.06","306.53","70100","100","20250107","930","20250407","554"
"1950","日本電設工業","東証PR","建設","147935","61537219","3.83","92","10.54","0.72","228.05","3335.76","240400","100","20250501","2465","20250407","1800"
"1951","エクシオグループ","東証PR","建設","348612","208624838","3.71","62","13.62","1.13","122.73","1477.61","167100","100","20250210","1806","20250407","1502"
"1952","新日本空調","東証PR","建設","105191","48564450","3.69","80","10.32","1.5","209.96","1440.84","216600","100","20250502","2174","20250407","1451"
"1959","九電工","東証PR","建設","354325","70864961","3.6","180","11.05","1.14","452.42","4384.3","500000","100","20250131","5564","20250407","4209"
"195A","ライスカレー","東証GR","サービス","2847","2968690","0","0","17.97","2.67","53.38","359.42","95900","100","20250423","1020","20250117","650"
"1960","サンテック","東証ST","建設","12912","16000000","4.96","40","8.85","0.41","91.18","1952.5","80700","100","20250214","893","20250407","681"
"1961","三機工業","東証PR","建設","197873","54661156","4.56","165","11.14","1.84","324.82","1972.06","362000","100","20250430","3705","20250407","2805"
"1963","日揮ホールディングス","東証PR","建設","300898","259618792","3.45","40","-","0.74","-16.56","1564.51","115900","100","20250210","1422","20250407","941"
"1964","中外炉工業","東証PR","建設","30264","7800000","3.87","150","10.17","1.01","381.42","3858.93","388000","100","20250321","3975","20250407","2723"
"1965","テクノ菱和","東証ST","建設","61032","21228604","3.48","100","8.68","1.19","331.28","2407.9","287500","100","20250217","3480","20250407","2000"
"1966","高田工業所","東証ST","建設","10928","7334350","3.36","50","7","0.54","212.88","2774.91","149000","100","20250106","1667","20250407","1160"
"1967","ヤマト","東証ST","建設","44027","26927652","2.75","45","11.29","1.03","144.77","1580.29","163500","100","20250430","1675","20250407","1150"
"1968","太平電業","東証PR","建設","105017","21541980","3.59","175","10.29","0.91","473.58","5340.85","487500","100","20250213","5140","20250407","4055"
"1969","高砂熱学工業","東証PR","建設","451710","70239402","2.6","167","15.53","2.51","414.19","2562.53","643100","100","20250502","6546","20250407","4915"
"196A","MFS","東証GR","その他金融","4472","9089200","0","0","93.01","2.13","5.29","231.03","49200","100","20250428","540","20250117","287"
"1972","三晃金属工業","東証ST","建設","23087","3960000","5.92","345","8.45","0.83","689.91","7029.63","583000","100","20250205","6470","20250117","4170"
"1975","朝日工業社","東証PR","建設","57147","27200000","5.71","120","8.72","1.37","240.84","1536.65","210100","100","20250106","2370","20250407","1620"
"1976","明星工業","東証PR","建設","76227","55117218","4.34","60","7.96","1.02","173.64","1357.67","138300","100","20250106","1530","20250407","1086"
"1979","大氣社","東証PR","建設","157701","67164018","3.07","72","12.44","1.06","188.81","2222.36","234800","100","20250213","2545","20250407","1999"
"197A","タウンズ","東証ST","医薬品","51400","102391025","5.58","28","8.43","3.14","59.58","159.99","50200","100","20250114","733","20250407","418"
"1980","ダイダン","東証PR","建設","190290","45963802","3.89","161","10.32","1.76","401.16","2349.77","414000","100","20250207","4300","20250407","2917"
"1981","協和日成","東証ST","建設","15287","11166300","2.78","38","13.15","0.79","104.1","1725.76","136900","100","20250205","1432","20250407","1083"
"1982","日比谷総合設備","東証PR","建設","84216","23756321","2.48","88","13.44","1.16","263.8","3045.25","354500","100","20250212","4190","20250407","2686"
"198A","PostPrime","東証GR","情報通信","5293","10101100","0","0","24.37","5.24","21.5","100.09","52400","100","20250214","674","20250407","434"
"1992","神田通信機","東証ST","建設","6899","2623227","2.55","67","19.15","1.01","137.33","2595.52","263000","100","20250210","2930","20250407","2374"
"1994","高橋カーテンウォール工業","東証ST","建設","4700","9553011","4.07","20","-","0.37","-39.88","1342.61","49200","100","20250106","578","20250407","457"
"1997","暁飯島工業","東証ST","建設","5500","2200000","2.6","65","9.54","0.72","262.01","3473.55","250000","100","20250424","2700","20250407","1990"
"2001","ニップン","東証PR","食料品","174674","78824009","2.98","66","7.2","0.71","307.59","3111.3","221600","100","20250423","2320","20250407","2091"
"2002","日清製粉グループ本社","東証PR","食料品","536554","290657891","2.98","55","14.08","1.08","131.14","1715.97","184600","100","20250423","1903","20250407","1642"
"2003","日東富士製粉","東証ST","食料品","62596","9384728","4.2","280","17.35","1.23","384.39","5432.6","667000","100","20250327","7120","20250407","5810"
